county,precinct,office,district,party,candidate,machine,absentee,absentee_hc,affidavit,votes
St. Lawrence,Ogdensburg 3,State House,116,DEM,Addie A. E. Jenne,210,12,4,2,228
St. Lawrence,Ogdensburg 3,State House,116,IND,Mark C. Walczyk,17,1,0,0,18
St. Lawrence,Ogdensburg 3,State House,116,REF,Mark C. Walczyk,1,0,0,0,1
St. Lawrence,Ogdensburg 3,State House,116,REP,Mark C. Walczyk,268,11,0,5,284
St. Lawrence,Ogdensburg 3,State House,116,WOR,Addie A. E. Jenne,13,2,1,0,16
St. Lawrence,Ogdensburg 4,State House,116,CON,Mark C. Walczyk,24,0,0,0,24
St. Lawrence,Ogdensburg 4,State House,116,DEM,Addie A. E. Jenne,196,9,0,2,207
St. Lawrence,Ogdensburg 4,State House,116,IND,Mark C. Walczyk,11,0,0,0,11
St. Lawrence,Ogdensburg 4,State House,116,REF,Mark C. Walczyk,2,0,0,0,2
St. Lawrence,Ogdensburg 4,State House,116,REP,Mark C. Walczyk,226,8,0,1,235
St. Lawrence,Ogdensburg 4,State House,116,WOR,Addie A. E. Jenne,13,1,0,0,14
St. Lawrence,Ogdensburg 5,State House,116,CON,Mark C. Walczyk,18,2,0,0,20
St. Lawrence,Ogdensburg 5,State House,116,DEM,Addie A. E. Jenne,139,11,0,3,153
St. Lawrence,Ogdensburg 5,State House,116,IND,Mark C. Walczyk,8,2,0,0,10
St. Lawrence,Ogdensburg 5,State House,116,REF,Mark C. Walczyk,3,0,0,0,3
St. Lawrence,Ogdensburg 5,State House,116,REP,Mark C. Walczyk,212,5,0,3,220
St. Lawrence,Ogdensburg 5,State House,116,WOR,Addie A. E. Jenne,9,0,0,0,9
St. Lawrence,Ogdensburg 6,State House,116,CON,Mark C. Walczyk,17,5,0,0,22
St. Lawrence,Ogdensburg 6,State House,116,DEM,Addie A. E. Jenne,173,26,1,1,201
St. Lawrence,Ogdensburg 6,State House,116,IND,Mark C. Walczyk,8,1,0,1,10
St. Lawrence,Ogdensburg 6,State House,116,REF,Mark C. Walczyk,5,2,0,0,7
St. Lawrence,Ogdensburg 6,State House,116,REP,Mark C. Walczyk,230,25,0,1,256
St. Lawrence,Ogdensburg 6,State House,116,WOR,Addie A. E. Jenne,11,0,0,0,11
St. Lawrence,Oswegatchie 1,State House,116,CON,Mark C. Walczyk,39,3,0,0,42
St. Lawrence,Oswegatchie 1,State House,116,DEM,Addie A. E. Jenne,154,15,0,3,172
St. Lawrence,Oswegatchie 1,State House,116,IND,Mark C. Walczyk,10,1,0,0,11
St. Lawrence,Oswegatchie 1,State House,116,REF,Mark C. Walczyk,3,0,0,0,3
St. Lawrence,Oswegatchie 1,State House,116,REP,Mark C. Walczyk,378,22,1,3,404
St. Lawrence,Oswegatchie 1,State House,116,WOR,Addie A. E. Jenne,12,0,0,0,12
St. Lawrence,Oswegatchie 2,State House,116,CON,Mark C. Walczyk,23,2,0,0,25
St. Lawrence,Oswegatchie 2,State House,116,DEM,Addie A. E. Jenne,157,21,2,4,184
St. Lawrence,Oswegatchie 2,State House,116,IND,Mark C. Walczyk,6,0,0,0,6
St. Lawrence,Oswegatchie 2,State House,116,REF,Mark C. Walczyk,2,1,0,0,3
St. Lawrence,Oswegatchie 2,State House,116,REP,Mark C. Walczyk,287,19,0,4,310
St. Lawrence,Oswegatchie 2,State House,116,WOR,Addie A. E. Jenne,13,2,0,0,15
St. Lawrence,Oswegatchie 3,State House,116,CON,Mark C. Walczyk,8,0,0,0,8
St. Lawrence,Oswegatchie 3,State House,116,DEM,Addie A. E. Jenne,84,10,0,2,96
St. Lawrence,Oswegatchie 3,State House,116,IND,Mark C. Walczyk,6,1,0,0,7
St. Lawrence,Oswegatchie 3,State House,116,REF,Mark C. Walczyk,0,0,0,0,0
St. Lawrence,Oswegatchie 3,State House,116,REP,Mark C. Walczyk,147,14,0,1,162
St. Lawrence,Oswegatchie 3,State House,116,WOR,Addie A. E. Jenne,4,0,0,0,4
St. Lawrence,Potsdam 1,State House,116,CON,Mark C. Walczyk,23,1,0,0,24
St. Lawrence,Potsdam 1,State House,116,DEM,Addie A. E. Jenne,290,23,0,2,315
St. Lawrence,Potsdam 1,State House,116,IND,Mark C. Walczyk,2,2,0,0,4
St. Lawrence,Potsdam 1,State House,116,REF,Mark C. Walczyk,0,0,0,0,0
St. Lawrence,Potsdam 1,State House,116,REP,Mark C. Walczyk,193,8,0,2,203
St. Lawrence,Potsdam 1,State House,116,WOR,Addie A. E. Jenne,19,1,0,0,20
St. Lawrence,Potsdam 2,State House,116,CON,Mark C. Walczyk,19,1,0,0,20
St. Lawrence,Potsdam 2,State House,116,DEM,Addie A. E. Jenne,198,12,1,1,212
St. Lawrence,Potsdam 2,State House,116,IND,Mark C. Walczyk,7,0,0,0,7
St. Lawrence,Potsdam 2,State House,116,REF,Mark C. Walczyk,3,0,0,0,3
St. Lawrence,Potsdam 2,State House,116,REP,Mark C. Walczyk,181,15,2,0,198
St. Lawrence,Potsdam 2,State House,116,WOR,Addie A. E. Jenne,10,0,0,1,11
St. Lawrence,Potsdam 3,State House,116,CON,Mark C. Walczyk,22,1,0,0,23
St. Lawrence,Potsdam 3,State House,116,DEM,Addie A. E. Jenne,154,10,1,1,166
St. Lawrence,Potsdam 3,State House,116,IND,Mark C. Walczyk,5,1,0,0,6
St. Lawrence,Potsdam 3,State House,116,REF,Mark C. Walczyk,1,0,0,0,1
St. Lawrence,Potsdam 3,State House,116,REP,Mark C. Walczyk,173,5,2,0,180
St. Lawrence,Potsdam 3,State House,116,WOR,Addie A. E. Jenne,7,0,0,0,7
St. Lawrence,Potsdam 4,State House,116,CON,Mark C. Walczyk,17,0,0,0,17
St. Lawrence,Potsdam 4,State House,116,DEM,Addie A. E. Jenne,276,23,0,2,301
St. Lawrence,Potsdam 4,State House,116,IND,Mark C. Walczyk,11,2,0,0,13
St. Lawrence,Potsdam 4,State House,116,REF,Mark C. Walczyk,1,1,0,0,2
St. Lawrence,Potsdam 4,State House,116,REP,Mark C. Walczyk,163,11,0,4,178
St. Lawrence,Potsdam 4,State House,116,WOR,Addie A. E. Jenne,7,0,0,0,7
St. Lawrence,Potsdam 5,State House,116,CON,Mark C. Walczyk,13,1,0,0,14
St. Lawrence,Potsdam 5,State House,116,DEM,Addie A. E. Jenne,323,30,0,12,365
St. Lawrence,Potsdam 5,State House,116,IND,Mark C. Walczyk,5,0,0,0,5
St. Lawrence,Potsdam 5,State House,116,REF,Mark C. Walczyk,0,0,0,0,0
St. Lawrence,Potsdam 5,State House,116,REP,Mark C. Walczyk,94,5,0,1,100
St. Lawrence,Potsdam 5,State House,116,WOR,Addie A. E. Jenne,16,1,0,0,17
St. Lawrence,Potsdam 6,State House,116,CON,Mark C. Walczyk,11,0,0,0,11
St. Lawrence,Potsdam 6,State House,116,DEM,Addie A. E. Jenne,285,25,0,4,314
St. Lawrence,Potsdam 6,State House,116,IND,Mark C. Walczyk,5,0,0,1,6
St. Lawrence,Potsdam 6,State House,116,REF,Mark C. Walczyk,1,0,0,0,1
St. Lawrence,Potsdam 6,State House,116,REP,Mark C. Walczyk,79,2,0,0,81
St. Lawrence,Potsdam 6,State House,116,WOR,Addie A. E. Jenne,18,1,0,0,19
St. Lawrence,Potsdam 7,State House,116,CON,Mark C. Walczyk,11,1,0,0,12
St. Lawrence,Potsdam 7,State House,116,DEM,Addie A. E. Jenne,306,25,0,4,335
St. Lawrence,Potsdam 7,State House,116,IND,Mark C. Walczyk,2,0,0,1,3
St. Lawrence,Potsdam 7,State House,116,REF,Mark C. Walczyk,2,0,0,0,2
St. Lawrence,Potsdam 7,State House,116,REP,Mark C. Walczyk,64,3,0,1,68
St. Lawrence,Potsdam 7,State House,116,WOR,Addie A. E. Jenne,14,1,0,0,15
St. Lawrence,Potsdam 8,State House,116,CON,Mark C. Walczyk,18,0,0,0,18
St. Lawrence,Potsdam 8,State House,116,DEM,Addie A. E. Jenne,299,19,0,1,319
St. Lawrence,Potsdam 8,State House,116,IND,Mark C. Walczyk,9,0,0,0,9
St. Lawrence,Potsdam 8,State House,116,REF,Mark C. Walczyk,2,0,0,0,2
St. Lawrence,Potsdam 8,State House,116,REP,Mark C. Walczyk,193,14,1,1,209
St. Lawrence,Potsdam 8,State House,116,WOR,Addie A. E. Jenne,20,2,0,0,22
St. Lawrence,Rossie 1,State House,116,CON,Mark C. Walczyk,9,0,0,0,9
St. Lawrence,Rossie 1,State House,116,DEM,Addie A. E. Jenne,87,9,1,0,97
St. Lawrence,Rossie 1,State House,116,IND,Mark C. Walczyk,3,0,0,0,3
St. Lawrence,Rossie 1,State House,116,REF,Mark C. Walczyk,2,0,0,0,2
St. Lawrence,Rossie 1,State House,116,REP,Mark C. Walczyk,111,2,0,0,113
St. Lawrence,Rossie 1,State House,116,WOR,Addie A. E. Jenne,6,0,0,0,6
St. Lawrence,Waddington 1,State House,116,CON,Mark C. Walczyk,17,1,0,0,18
St. Lawrence,Waddington 1,State House,116,DEM,Addie A. E. Jenne,166,30,1,0,197
St. Lawrence,Waddington 1,State House,116,IND,Mark C. Walczyk,5,0,0,1,6
St. Lawrence,Waddington 1,State House,116,REF,Mark C. Walczyk,0,0,0,0,0
St. Lawrence,Waddington 1,State House,116,REP,Mark C. Walczyk,181,15,0,1,197
St. Lawrence,Waddington 1,State House,116,WOR,Addie A. E. Jenne,16,1,0,0,17
St. Lawrence,Waddington 2,State House,116,CON,Mark C. Walczyk,31,0,0,0,31
St. Lawrence,Waddington 2,State House,116,DEM,Addie A. E. Jenne,183,11,0,1,195
St. Lawrence,Waddington 2,State House,116,IND,Mark C. Walczyk,7,0,0,1,8
St. Lawrence,Waddington 2,State House,116,REF,Mark C. Walczyk,0,0,0,0,0
St. Lawrence,Waddington 2,State House,116,REP,Mark C. Walczyk,247,15,0,2,264
St. Lawrence,Waddington 2,State House,116,WOR,Addie A. E. Jenne,17,1,0,0,18
St. Lawrence,DeKalb 1,State House,117,CON,Kenneth Blankenbush,31,2,0,3,36
St. Lawrence,DeKalb 1,State House,117,IND,Kenneth Blankenbush,29,3,0,1,33
St. Lawrence,DeKalb 1,State House,117,REP,Kenneth Blankenbush,218,10,1,0,229
St. Lawrence,DeKalb 2,State House,117,CON,Kenneth Blankenbush,30,1,0,0,31
St. Lawrence,DeKalb 2,State House,117,IND,Kenneth Blankenbush,20,2,0,0,22
St. Lawrence,DeKalb 2,State House,117,REP,Kenneth Blankenbush,181,8,0,2,191
St. Lawrence,Edwards 1,State House,117,CON,Kenneth Blankenbush,24,1,0,0,25
St. Lawrence,Edwards 1,State House,117,IND,Kenneth Blankenbush,16,0,0,0,16
St. Lawrence,Edwards 1,State House,117,REP,Kenneth Blankenbush,217,13,0,0,230
St. Lawrence,Fowler 1,State House,117,CON,Kenneth Blankenbush,22,2,0,0,24
St. Lawrence,Fowler 1,State House,117,IND,Kenneth Blankenbush,30,0,0,0,30
St. Lawrence,Fowler 1,State House,117,REP,Kenneth Blankenbush,213,7,0,1,221
St. Lawrence,Fowler 2,State House,117,CON,Kenneth Blankenbush,35,1,0,0,36
St. Lawrence,Fowler 2,State House,117,IND,Kenneth Blankenbush,21,2,0,1,24
St. Lawrence,Fowler 2,State House,117,REP,Kenneth Blankenbush,278,15,0,1,294
St. Lawrence,Gouverneur 1,State House,117,CON,Kenneth Blankenbush,33,2,0,0,35
St. Lawrence,Gouverneur 1,State House,117,IND,Kenneth Blankenbush,30,1,1,1,33
St. Lawrence,Gouverneur 1,State House,117,REP,Kenneth Blankenbush,278,20,1,1,300
St. Lawrence,Gouverneur 2,State House,117,CON,Kenneth Blankenbush,27,5,0,0,32
St. Lawrence,Gouverneur 2,State House,117,IND,Kenneth Blankenbush,40,4,0,0,44
St. Lawrence,Gouverneur 2,State House,117,REP,Kenneth Blankenbush,222,14,0,1,237
St. Lawrence,Gouverneur 3,State House,117,CON,Kenneth Blankenbush,26,1,0,0,27
St. Lawrence,Gouverneur 3,State House,117,IND,Kenneth Blankenbush,14,2,0,0,16
St. Lawrence,Gouverneur 3,State House,117,REP,Kenneth Blankenbush,161,6,0,1,168
St. Lawrence,Gouverneur 4,State House,117,CON,Kenneth Blankenbush,27,0,0,0,27
St. Lawrence,Gouverneur 4,State House,117,IND,Kenneth Blankenbush,16,1,1,0,18
St. Lawrence,Gouverneur 4,State House,117,REP,Kenneth Blankenbush,209,6,0,1,216
St. Lawrence,Hermon 1,State House,117,CON,Kenneth Blankenbush,32,2,0,0,34
St. Lawrence,Hermon 1,State House,117,IND,Kenneth Blankenbush,19,6,0,0,25
St. Lawrence,Hermon 1,State House,117,REP,Kenneth Blankenbush,209,5,2,2,218
St. Lawrence,Pitcairn 1,State House,117,CON,Kenneth Blankenbush,16,0,0,0,16
St. Lawrence,Pitcairn 1,State House,117,IND,Kenneth Blankenbush,9,0,0,0,9
St. Lawrence,Pitcairn 1,State House,117,REP,Kenneth Blankenbush,171,4,0,1,176
St. Lawrence,Russell 1,State House,117,CON,Kenneth Blankenbush,40,0,0,0,40
St. Lawrence,Russell 1,State House,117,IND,Kenneth Blankenbush,34,3,0,0,37
St. Lawrence,Russell 1,State House,117,REP,Kenneth Blankenbush,370,11,0,1,382
St. Lawrence,Clare 1,State House,118,CON,Robert J. Smullen,2,0,0,0,2
St. Lawrence,Clare 1,State House,118,DEM,Keith A. Rubino,7,0,0,0,7
St. Lawrence,Clare 1,State House,118,REF,Robert J. Smullen,0,0,0,0,0
St. Lawrence,Clare 1,State House,118,REP,Robert J. Smullen,27,0,0,0,27
St. Lawrence,Clare 1,State House,118,WOR,Keith A. Rubino,0,0,0,0,0
St. Lawrence,Clifton 1,State House,118,CON,Robert J. Smullen,4,1,0,0,5
St. Lawrence,Clifton 1,State House,118,DEM,Keith A. Rubino,42,1,0,0,43
St. Lawrence,Clifton 1,State House,118,REF,Robert J. Smullen,0,0,0,0,0
St. Lawrence,Clifton 1,State House,118,REP,Robert J. Smullen,61,0,0,1,62
St. Lawrence,Clifton 1,State House,118,WOR,Keith A. Rubino,3,1,0,0,4
St. Lawrence,Clifton 2,State House,118,CON,Robert J. Smullen,14,0,0,0,14
St. Lawrence,Clifton 2,State House,118,DEM,Keith A. Rubino,51,2,0,2,55
St. Lawrence,Clifton 2,State House,118,REF,Robert J. Smullen,0,0,0,0,0
St. Lawrence,Clifton 2,State House,118,REP,Robert J. Smullen,53,15,0,0,68
St. Lawrence,Clifton 2,State House,118,WOR,Keith A. Rubino,7,0,0,0,7
St. Lawrence,Colton 1,State House,118,CON,Robert J. Smullen,26,3,0,0,29
St. Lawrence,Colton 1,State House,118,DEM,Keith A. Rubino,265,25,0,1,291
St. Lawrence,Colton 1,State House,118,REF,Robert J. Smullen,0,0,0,0,0
St. Lawrence,Colton 1,State House,118,REP,Robert J. Smullen,341,24,0,2,367
St. Lawrence,Colton 1,State House,118,WOR,Keith A. Rubino,19,1,0,0,20
St. Lawrence,Fine 1,State House,118,CON,Robert J. Smullen,14,1,0,0,15
St. Lawrence,Fine 1,State House,118,DEM,Keith A. Rubino,178,13,0,2,193
St. Lawrence,Fine 1,State House,118,REF,Robert J. Smullen,3,0,0,0,3
St. Lawrence,Fine 1,State House,118,REP,Robert J. Smullen,225,12,0,0,237
St. Lawrence,Fine 1,State House,118,WOR,Keith A. Rubino,8,0,0,0,8
St. Lawrence,Madrid 1,State House,118,CON,Robert J. Smullen,24,2,0,0,26
St. Lawrence,Madrid 1,State House,118,DEM,Keith A. Rubino,251,17,0,2,270
St. Lawrence,Madrid 1,State House,118,REF,Robert J. Smullen,6,0,0,0,6
St. Lawrence,Madrid 1,State House,118,REP,Robert J. Smullen,244,10,0,3,257
St. Lawrence,Madrid 1,State House,118,WOR,Keith A. Rubino,16,0,0,0,16
St. Lawrence,Norfolk 1,State House,118,CON,Robert J. Smullen,24,0,0,1,25
St. Lawrence,Norfolk 1,State House,118,DEM,Keith A. Rubino,160,6,0,1,167
St. Lawrence,Norfolk 1,State House,118,REF,Robert J. Smullen,1,0,0,0,1
St. Lawrence,Norfolk 1,State House,118,REP,Robert J. Smullen,174,8,1,1,184
St. Lawrence,Norfolk 1,State House,118,WOR,Keith A. Rubino,7,1,0,0,8
St. Lawrence,Norfolk 2,State House,118,CON,Robert J. Smullen,11,0,0,0,11
St. Lawrence,Norfolk 2,State House,118,DEM,Keith A. Rubino,184,15,1,0,200
St. Lawrence,Norfolk 2,State House,118,REF,Robert J. Smullen,3,0,0,0,3
St. Lawrence,Norfolk 2,State House,118,REP,Robert J. Smullen,210,5,0,2,217
St. Lawrence,Norfolk 2,State House,118,WOR,Keith A. Rubino,7,2,0,0,9
St. Lawrence,Norfolk 3,State House,118,CON,Robert J. Smullen,18,0,0,0,18
St. Lawrence,Norfolk 3,State House,118,DEM,Keith A. Rubino,163,11,0,0,174
St. Lawrence,Norfolk 3,State House,118,REF,Robert J. Smullen,3,0,0,0,3
St. Lawrence,Norfolk 3,State House,118,REP,Robert J. Smullen,206,8,0,5,219
St. Lawrence,Norfolk 3,State House,118,WOR,Keith A. Rubino,14,1,0,0,15
St. Lawrence,Parishville 1,State House,118,CON,Robert J. Smullen,14,0,0,0,14
St. Lawrence,Parishville 1,State House,118,DEM,Keith A. Rubino,82,4,0,0,86
St. Lawrence,Parishville 1,State House,118,REF,Robert J. Smullen,1,1,0,0,2
St. Lawrence,Parishville 1,State House,118,REP,Robert J. Smullen,192,14,0,1,207
St. Lawrence,Parishville 1,State House,118,WOR,Keith A. Rubino,10,0,0,0,10
St. Lawrence,Parishville 2,State House,118,CON,Robert J. Smullen,22,0,0,1,23
St. Lawrence,Parishville 2,State House,118,DEM,Keith A. Rubino,136,14,0,2,152
St. Lawrence,Parishville 2,State House,118,REF,Robert J. Smullen,7,0,0,0,7
St. Lawrence,Parishville 2,State House,118,REP,Robert J. Smullen,216,12,0,1,229
St. Lawrence,Parishville 2,State House,118,WOR,Keith A. Rubino,16,0,0,1,17
St. Lawrence,Pierrepont 1,State House,118,CON,Robert J. Smullen,25,0,1,0,26
St. Lawrence,Pierrepont 1,State House,118,DEM,Keith A. Rubino,207,30,1,3,241
St. Lawrence,Pierrepont 1,State House,118,REF,Robert J. Smullen,5,0,0,0,5
St. Lawrence,Pierrepont 1,State House,118,REP,Robert J. Smullen,269,11,0,0,280
St. Lawrence,Pierrepont 1,State House,118,WOR,Keith A. Rubino,21,0,0,0,21
St. Lawrence,Pierrepont 2,State House,118,CON,Robert J. Smullen,24,1,0,1,26
St. Lawrence,Pierrepont 2,State House,118,DEM,Keith A. Rubino,210,19,0,4,233
St. Lawrence,Pierrepont 2,State House,118,REF,Robert J. Smullen,3,0,0,0,3
St. Lawrence,Pierrepont 2,State House,118,REP,Robert J. Smullen,189,7,0,2,198
St. Lawrence,Pierrepont 2,State House,118,WOR,Keith A. Rubino,15,1,0,0,16
St. Lawrence,Stockholm 1,State House,118,CON,Robert J. Smullen,20,0,0,0,20
St. Lawrence,Stockholm 1,State House,118,DEM,Keith A. Rubino,210,8,0,0,218
St. Lawrence,Stockholm 1,State House,118,REF,Robert J. Smullen,1,0,0,1,2
St. Lawrence,Stockholm 1,State House,118,REP,Robert J. Smullen,216,9,0,1,226
St. Lawrence,Stockholm 1,State House,118,WOR,Keith A. Rubino,19,0,0,0,19
St. Lawrence,Stockholm 2,State House,118,CON,Robert J. Smullen,25,0,0,0,25
St. Lawrence,Stockholm 2,State House,118,DEM,Keith A. Rubino,161,8,0,0,169
St. Lawrence,Stockholm 2,State House,118,REF,Robert J. Smullen,5,0,0,0,5
St. Lawrence,Stockholm 2,State House,118,REP,Robert J. Smullen,196,12,0,1,209
St. Lawrence,Stockholm 2,State House,118,WOR,Keith A. Rubino,8,0,0,0,8
St. Lawrence,Stockholm 3,State House,118,CON,Robert J. Smullen,10,0,0,0,10
St. Lawrence,Stockholm 3,State House,118,DEM,Keith A. Rubino,77,3,0,3,83
St. Lawrence,Stockholm 3,State House,118,REF,Robert J. Smullen,5,0,0,0,5
St. Lawrence,Stockholm 3,State House,118,REP,Robert J. Smullen,130,5,0,0,135
St. Lawrence,Stockholm 3,State House,118,WOR,Keith A. Rubino,5,0,0,0,5
St. Lawrence,Brasher 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,119,5,0,0,124
St. Lawrence,Brasher 2,U.S. Senate,,DEM,Kirsten E. Gillibrand,196,19,0,2,217
St. Lawrence,Canton 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,402,42,12,5,461
St. Lawrence,Canton 2,U.S. Senate,,DEM,Kirsten E. Gillibrand,273,19,5,1,298
St. Lawrence,Canton 3,U.S. Senate,,DEM,Kirsten E. Gillibrand,276,29,1,3,309
St. Lawrence,Canton 4,U.S. Senate,,DEM,Kirsten E. Gillibrand,57,1,1,0,59
St. Lawrence,Canton 5,U.S. Senate,,DEM,Kirsten E. Gillibrand,126,2,2,2,132
St. Lawrence,Canton 6,U.S. Senate,,DEM,Kirsten E. Gillibrand,300,12,4,7,323
St. Lawrence,Canton 7,U.S. Senate,,DEM,Kirsten E. Gillibrand,84,11,1,1,97
St. Lawrence,Canton 8,U.S. Senate,,DEM,Kirsten E. Gillibrand,270,31,7,1,309
St. Lawrence,Clare 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,12,0,0,0,12
St. Lawrence,Clifton 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,48,1,0,0,49
St. Lawrence,Clifton 2,U.S. Senate,,DEM,Kirsten E. Gillibrand,57,5,0,1,63
St. Lawrence,Colton 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,305,28,3,1,337
St. Lawrence,DeKalb 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,152,12,1,2,167
St. Lawrence,DeKalb 2,U.S. Senate,,DEM,Kirsten E. Gillibrand,96,3,0,1,100
St. Lawrence,DePeyster 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,53,5,0,0,58
St. Lawrence,Edwards 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,140,8,0,0,148
St. Lawrence,Fine 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,216,14,0,2,232
St. Lawrence,Fowler 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,114,10,0,0,124
St. Lawrence,Fowler 2,U.S. Senate,,DEM,Kirsten E. Gillibrand,125,16,1,0,142
St. Lawrence,Gouverneur 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,191,19,6,1,217
St. Lawrence,Gouverneur 2,U.S. Senate,,DEM,Kirsten E. Gillibrand,167,12,3,0,182
St. Lawrence,Gouverneur 3,U.S. Senate,,DEM,Kirsten E. Gillibrand,96,7,0,0,103
St. Lawrence,Gouverneur 4,U.S. Senate,,DEM,Kirsten E. Gillibrand,102,4,0,0,106
St. Lawrence,Hammond 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,178,19,0,0,197
St. Lawrence,Hermon 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,129,17,3,0,149
St. Lawrence,Hopkinton 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,155,11,2,0,168
St. Lawrence,Lawrence 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,202,4,0,0,206
St. Lawrence,Lisbon 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,173,9,3,8,193
St. Lawrence,Lisbon 2,U.S. Senate,,DEM,Kirsten E. Gillibrand,136,7,0,0,143
St. Lawrence,Lisbon 3,U.S. Senate,,DEM,Kirsten E. Gillibrand,154,10,0,0,164
St. Lawrence,Louisville 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,157,18,1,3,179
St. Lawrence,Louisville 2,U.S. Senate,,DEM,Kirsten E. Gillibrand,204,19,0,1,224
St. Lawrence,Louisville 3,U.S. Senate,,DEM,Kirsten E. Gillibrand,136,12,0,2,150
St. Lawrence,Louisville 4,U.S. Senate,,DEM,Kirsten E. Gillibrand,107,11,1,1,120
St. Lawrence,Macomb 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,99,13,1,0,113
St. Lawrence,Madrid 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,278,20,2,2,302
St. Lawrence,Massena 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,389,42,2,1,434
St. Lawrence,Massena 2,U.S. Senate,,DEM,Kirsten E. Gillibrand,263,18,3,7,291
St. Lawrence,Massena 3,U.S. Senate,,DEM,Kirsten E. Gillibrand,223,15,2,3,243
St. Lawrence,Massena 4,U.S. Senate,,DEM,Kirsten E. Gillibrand,117,6,0,3,126
St. Lawrence,Massena 5,U.S. Senate,,DEM,Kirsten E. Gillibrand,209,19,0,3,231
St. Lawrence,Massena 6,U.S. Senate,,DEM,Kirsten E. Gillibrand,251,19,3,3,276
St. Lawrence,Massena 7,U.S. Senate,,DEM,Kirsten E. Gillibrand,190,15,1,1,207
St. Lawrence,Massena 8,U.S. Senate,,DEM,Kirsten E. Gillibrand,149,9,2,0,160
St. Lawrence,Morristown 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,82,12,1,0,95
St. Lawrence,Morristown 2,U.S. Senate,,DEM,Kirsten E. Gillibrand,151,16,1,0,168
St. Lawrence,Norfolk 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,175,5,0,0,180
St. Lawrence,Norfolk 2,U.S. Senate,,DEM,Kirsten E. Gillibrand,215,17,2,0,234
St. Lawrence,Norfolk 3,U.S. Senate,,DEM,Kirsten E. Gillibrand,190,13,2,0,205
St. Lawrence,Oswegatchie 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,203,20,1,3,227
St. Lawrence,Oswegatchie 2,U.S. Senate,,DEM,Kirsten E. Gillibrand,186,26,4,2,218
St. Lawrence,Oswegatchie 3,U.S. Senate,,DEM,Kirsten E. Gillibrand,121,10,1,2,134
St. Lawrence,Parishville 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,102,8,1,0,111
St. Lawrence,Parishville 2,U.S. Senate,,DEM,Kirsten E. Gillibrand,163,17,1,2,183
St. Lawrence,Piercefield 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,61,6,0,0,67
St. Lawrence,Pierrepont 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,267,34,1,3,305
St. Lawrence,Pierrepont 2,U.S. Senate,,DEM,Kirsten E. Gillibrand,229,21,2,3,255
St. Lawrence,Pitcairn 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,71,3,0,0,74
St. Lawrence,Potsdam 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,313,25,2,2,342
St. Lawrence,Potsdam 2,U.S. Senate,,DEM,Kirsten E. Gillibrand,208,14,2,1,225
St. Lawrence,Potsdam 3,U.S. Senate,,DEM,Kirsten E. Gillibrand,165,11,1,1,178
St. Lawrence,Potsdam 4,U.S. Senate,,DEM,Kirsten E. Gillibrand,290,25,3,1,319
St. Lawrence,Potsdam 5,U.S. Senate,,DEM,Kirsten E. Gillibrand,326,30,3,13,372
St. Lawrence,Potsdam 6,U.S. Senate,,DEM,Kirsten E. Gillibrand,291,25,5,4,325
St. Lawrence,Potsdam 7,U.S. Senate,,DEM,Kirsten E. Gillibrand,311,23,7,4,345
St. Lawrence,Potsdam 8,U.S. Senate,,DEM,Kirsten E. Gillibrand,304,19,2,1,326
St. Lawrence,Rossie 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,87,8,1,0,96
St. Lawrence,Russell 1,U.S. Senate,,DEM,Kirsten E. Gillibrand,204,11,0,2,217
